,subscription,subscription_amount,visit_id,user_id
174,1.0,122.0,5555695180,55886284
175,1.0,144.0,5555695182,55886286
176,1.0,116.0,5555695183,55886287
177,1.0,103.0,5555695184,55886288
178,1.0,131.0,5555695185,55886289
179,1.0,120.0,5555695186,55886290
180,1.0,150.0,5555695187,55886291
181,1.0,39.0,5555695190,55886294
182,1.0,113.0,5555695193,55886297
183,1.0,104.0,5555695194,55886298
184,1.0,150.0,5555695195,55886299
185,1.0,141.0,5555695197,55886301
186,1.0,150.0,5555695199,55886303
187,1.0,122.0,5555695200,55886304
188,1.0,141.0,5555695202,55886306
189,1.0,141.0,5555695203,55886307
190,1.0,137.0,5555695205,55886309
191,1.0,122.0,5555695208,55886312
192,1.0,122.0,5555695209,55886313
193,1.0,141.0,5555695210,55886314
194,1.0,131.0,5555695211,55886315
195,1.0,103.0,5555695213,55886317
196,1.0,141.0,5555695216,55886320
197,1.0,131.0,5555695217,55886321
198,1.0,150.0,5555695218,55886322
199,1.0,112.0,5555695219,55886323
200,1.0,141.0,5555695220,55886324
201,1.0,137.0,5555695224,55886328
202,1.0,141.0,5555695225,55886329
203,1.0,112.0,5555695228,55886332
204,1.0,131.0,5555695231,55886335
205,1.0,141.0,5555695235,55886339
206,1.0,141.0,5555695238,55886342
207,1.0,150.0,5555695244,55886348
208,1.0,141.0,5555695245,55886349
209,1.0,128.0,5555695246,55886350
210,1.0,149.0,5555695247,55886351
211,1.0,112.0,5555695249,55886353
212,1.0,131.0,5555695251,55886355
213,1.0,122.0,5555695254,55886358
214,1.0,131.0,5555695256,55886360
215,1.0,150.0,5555695258,55886362
216,1.0,150.0,5555695259,55886363
217,1.0,130.0,5555695262,55886366
218,1.0,122.0,5555695263,55886367
219,1.0,141.0,5555695265,55886369
220,1.0,103.0,5555695267,55886371
221,1.0,112.0,5555695268,55886372
222,1.0,122.0,5555695278,55886382
223,1.0,150.0,5555695282,55886386
224,1.0,103.0,5555695285,55886389
225,1.0,150.0,5555695288,55886392
226,1.0,150.0,5555695291,55886395
227,1.0,141.0,5555695292,55886396
228,1.0,131.0,5555695293,55886397
229,1.0,139.0,5555695301,55886405
230,1.0,126.0,5555695303,55886407
231,1.0,150.0,5555695304,55886408
232,1.0,103.0,5555695308,55886412
233,1.0,112.0,5555695309,55886413
234,1.0,150.0,5555695310,55886414
235,1.0,150.0,5555695311,55886415
236,1.0,112.0,5555695313,55886417
237,1.0,122.0,5555695319,55886423
238,1.0,150.0,5555695320,55886424
239,1.0,131.0,5555695321,55886425
240,1.0,119.0,5555695323,55886427
241,1.0,100.0,5555695327,55886431
242,1.0,141.0,5555695328,55886432
243,1.0,131.0,5555695332,55886436
244,1.0,145.0,5555695339,55886443
245,1.0,112.0,5555695341,55886445
246,1.0,98.0,5555695343,55886447
247,1.0,118.0,5555695345,55886449
248,1.0,146.0,5555695354,55886458
249,1.0,122.0,5555695357,55886461
250,1.0,141.0,5555695358,55886462
251,1.0,103.0,5555695362,55886466
252,1.0,125.0,5555695363,55886467
253,1.0,150.0,5555695368,55886472
254,1.0,119.0,5555695382,55886486
255,1.0,140.0,5555695383,55886487
256,1.0,122.0,5555695384,55886488
257,1.0,150.0,5555695386,55886490
258,1.0,114.0,5555695388,55886492
259,1.0,103.0,5555695389,55886493
260,1.0,131.0,5555695396,55886500
261,1.0,150.0,5555695398,55886502
262,1.0,112.0,5555695400,55886504
263,1.0,143.0,5555695401,55886505
264,1.0,103.0,5555695402,55886506
265,1.0,150.0,5555695407,55886511
266,1.0,131.0,5555695410,55886514
267,1.0,122.0,5555695411,55886515
268,1.0,149.0,5555695413,55886517
269,1.0,150.0,5555695424,55886528
270,1.0,128.0,5555695426,55886530
271,1.0,131.0,5555695429,55886533
272,1.0,150.0,5555695430,55886534
273,1.0,103.0,5555695432,55886536
274,1.0,141.0,5555695435,55886539
275,1.0,106.0,5555695439,55886543
276,1.0,97.0,5555695440,55886544
277,1.0,103.0,5555695441,55886545
278,1.0,77.0,5555695442,55886546
279,1.0,98.0,5555695444,55886548
280,1.0,150.0,5555695447,55886551
281,1.0,122.0,5555695448,55886552
282,1.0,102.0,5555695449,55886553
283,1.0,112.0,5555695450,55886554
284,1.0,103.0,5555695452,55886556
285,1.0,112.0,5555695456,55886560
286,1.0,113.0,5555695459,55886563
287,1.0,103.0,5555695462,55886566
288,1.0,150.0,5555695464,55886568
289,1.0,103.0,5555695467,55886571
290,1.0,61.0,5555695469,55886573
291,1.0,122.0,5555695472,55886576
292,1.0,131.0,5555695474,55886578
293,1.0,150.0,5555695477,55886581
294,1.0,133.0,5555695480,55886584
295,1.0,150.0,5555695483,55886587
296,1.0,141.0,5555695485,55886589
297,1.0,150.0,5555695486,55886590
298,1.0,141.0,5555695487,55886591
299,1.0,63.0,5555695490,55886594
300,1.0,148.0,5555695494,55886598
301,1.0,144.0,5555695495,55886599
302,1.0,131.0,5555695496,55886600
303,1.0,150.0,5555695499,55886603
304,1.0,150.0,5555695502,55886606
305,1.0,122.0,5555695508,55886612
306,1.0,112.0,5555695509,55886613
307,1.0,120.0,5555695511,55886615
308,1.0,66.0,5555695515,55886619
309,1.0,136.0,5555695521,55886625
310,1.0,103.0,5555695525,55886629
311,1.0,129.0,5555695529,55886633
312,1.0,130.0,5555695530,55886634
313,1.0,133.0,5555695534,55886638
314,1.0,141.0,5555695538,55886642
315,1.0,150.0,5555695539,55886643
316,1.0,150.0,5555695543,55886647
317,1.0,130.0,5555695546,55886650
318,1.0,131.0,5555695548,55886652
319,1.0,112.0,5555695549,55886653
320,1.0,143.0,5555695550,55886654
321,1.0,103.0,5555695551,55886655
322,1.0,103.0,5555695552,55886656
323,1.0,150.0,5555695557,55886661
324,1.0,144.0,5555695558,55886662
325,1.0,112.0,5555695562,55886666
326,1.0,137.0,5555695563,55886667
327,1.0,123.0,5555695565,55886669
328,1.0,111.0,5555695568,55886672
329,1.0,146.0,5555695569,55886673
330,1.0,113.0,5555695570,55886674
331,1.0,150.0,5555695572,55886676
332,1.0,150.0,5555695573,55886677
333,1.0,150.0,5555695574,55886678
334,1.0,141.0,5555695579,55886683
335,1.0,112.0,5555695584,55886688
336,1.0,149.0,5555695585,55886689
337,1.0,136.0,5555695590,55886694
338,1.0,139.0,5555695600,55886704
339,1.0,128.0,5555695601,55886705
340,1.0,145.0,5555695602,55886706
341,1.0,150.0,5555695603,55886707
342,1.0,130.0,5555695604,55886708
343,1.0,150.0,5555695605,55886709
344,1.0,122.0,5555695608,55886712
345,1.0,122.0,5555695611,55886715
346,1.0,112.0,5555695612,55886716
347,1.0,112.0,5555695613,55886717
348,1.0,103.0,5555695614,55886718
349,1.0,112.0,5555695619,55886723
350,1.0,131.0,5555695620,55886724
351,1.0,131.0,5555695625,55886729
352,1.0,131.0,5555695630,55886734
353,1.0,147.0,5555695631,55886735
354,1.0,112.0,5555695635,55886739
355,1.0,150.0,5555695639,55886743
356,1.0,141.0,5555695640,55886744
357,1.0,142.0,5555695646,55886750
358,1.0,103.0,5555695648,55886752
359,1.0,100.0,5555695649,55886753
360,1.0,107.0,5555695650,55886754
361,1.0,121.0,5555695651,55886755
362,1.0,112.0,5555695655,55886759
363,1.0,141.0,5555695656,55886760
364,1.0,150.0,5555695658,55886762
365,1.0,131.0,5555695660,55886764
366,1.0,101.0,5555695664,55886768
367,1.0,122.0,5555695665,55886769
368,1.0,106.0,5555695667,55886771
369,1.0,122.0,5555695669,55886773
370,1.0,112.0,5555695675,55886779
371,1.0,150.0,5555695677,55886781
372,1.0,112.0,5555695679,55886783
373,1.0,150.0,5555695680,55886784
374,1.0,141.0,5555695681,55886785
375,1.0,112.0,5555695685,55886789
376,1.0,103.0,5555695688,55886792
377,1.0,131.0,5555695691,55886795
378,1.0,97.0,5555695696,55886800
379,1.0,124.0,5555695700,55886804
380,1.0,147.0,5555695702,55886806
381,1.0,131.0,5555695703,55886807
382,1.0,134.0,5555695704,55886808
383,1.0,101.0,5555695705,55886809
384,1.0,112.0,5555695707,55886811
385,1.0,135.0,5555695712,55886816
386,1.0,117.0,5555695713,55886817
387,1.0,150.0,5555695714,55886818
388,1.0,131.0,5555695715,55886819
389,1.0,124.0,5555695718,55886822
390,1.0,141.0,5555695722,55886826
391,1.0,141.0,5555695724,55886828
392,1.0,103.0,5555695729,55886833
393,1.0,117.0,5555695734,55886838
394,1.0,131.0,5555695735,55886839
395,1.0,116.0,5555695737,55886841
396,1.0,141.0,5555695738,55886842
397,1.0,150.0,5555695741,55886845
398,1.0,44.0,5555695746,55886850
399,1.0,98.0,5555695747,55886851
400,1.0,150.0,5555695749,55886853
401,1.0,150.0,5555695753,55886857
402,1.0,103.0,5555695754,55886858
403,1.0,124.0,5555695755,55886859
404,1.0,112.0,5555695757,55886861
405,1.0,28.0,5555695758,55886862
406,1.0,98.0,5555695764,55886868
407,1.0,150.0,5555695765,55886869
408,1.0,123.0,5555695767,55886871
409,1.0,150.0,5555695768,55886872
410,1.0,131.0,5555695769,55886873
411,1.0,142.0,5555695772,55886876
412,1.0,129.0,5555695773,55886877
413,1.0,112.0,5555695776,55886880
414,1.0,114.0,5555695777,55886881
415,1.0,131.0,5555695779,55886883
416,1.0,119.0,5555695783,55886887
417,1.0,103.0,5555695784,55886888
418,1.0,122.0,5555695785,55886889
419,1.0,104.0,5555695787,55886891
420,1.0,128.0,5555695791,55886895
421,1.0,112.0,5555695792,55886896
422,1.0,131.0,5555695794,55886898
423,1.0,97.0,5555695797,55886901
424,1.0,103.0,5555695800,55886904
425,1.0,150.0,5555695803,55886907
426,1.0,111.0,5555695806,55886910
427,1.0,112.0,5555695809,55886913
428,1.0,150.0,5555695816,55886920
429,1.0,150.0,5555695821,55886925
430,1.0,150.0,5555695822,55886926
431,1.0,150.0,5555695825,55886929
432,1.0,141.0,5555695826,55886930
433,1.0,103.0,5555695830,55886934
434,1.0,122.0,5555695831,55886935
435,1.0,141.0,5555695836,55886940
436,1.0,122.0,5555695838,55886942
437,1.0,112.0,5555695839,55886943
438,1.0,122.0,5555695840,55886944
439,1.0,141.0,5555695843,55886947
440,1.0,138.0,5555695844,55886948
441,1.0,131.0,5555695845,55886949
442,1.0,150.0,5555695847,55886951
443,1.0,112.0,5555695854,55886958
444,1.0,103.0,5555695856,55886960
445,1.0,150.0,5555695857,55886961
446,1.0,102.0,5555695859,55886963
447,1.0,120.0,5555695861,55886965
448,1.0,150.0,5555695863,55886967
449,1.0,126.0,5555695865,55886969
450,1.0,131.0,5555695868,55886972
451,1.0,150.0,5555695870,55886974
452,1.0,150.0,5555695874,55886978
453,1.0,141.0,5555695876,55886980
454,1.0,112.0,5555695880,55886984
455,1.0,141.0,5555695885,55886989
456,1.0,118.0,5555695886,55886990
457,1.0,127.0,5555695887,55886991
458,1.0,113.0,5555695888,55886992
459,1.0,141.0,5555695890,55886994
460,1.0,98.0,5555695891,55886995
461,1.0,131.0,5555695893,55886997
462,1.0,141.0,5555695895,55886999
463,1.0,122.0,5555695897,55887001
464,1.0,141.0,5555695900,55887004
465,1.0,150.0,5555695901,55887005
466,1.0,103.0,5555695903,55887007
467,1.0,103.0,5555695905,55887009
468,1.0,122.0,5555695908,55887012
469,1.0,103.0,5555695909,55887013
470,1.0,131.0,5555695911,55887015
471,1.0,122.0,5555695918,55887022
472,1.0,141.0,5555695919,55887023
473,1.0,122.0,5555695920,55887024
474,1.0,129.0,5555695922,55887026
475,1.0,150.0,5555695923,55887027
476,1.0,150.0,5555695924,55887028
477,1.0,131.0,5555695927,55887031
478,1.0,141.0,5555695929,55887033
479,1.0,112.0,5555695931,55887035
480,1.0,97.0,5555695933,55887037
481,1.0,103.0,5555695934,55887038
482,1.0,138.0,5555695936,55887040
483,1.0,150.0,5555695937,55887041
484,1.0,104.0,5555695940,55887044
485,1.0,104.0,5555695942,55887046
486,1.0,150.0,5555695945,55887049
487,1.0,141.0,5555695946,55887050
488,1.0,128.0,5555695949,55887053
489,1.0,96.0,5555695950,55887054
490,1.0,150.0,5555695952,55887056
491,1.0,96.0,5555695953,55887057
492,1.0,141.0,5555695954,55887058
493,1.0,95.0,5555695955,55887059
494,1.0,109.0,5555695957,55887061
495,1.0,112.0,5555695960,55887064
496,1.0,141.0,5555695962,55887066
497,1.0,150.0,5555695963,55887067
498,1.0,150.0,5555695964,55887068
499,1.0,150.0,5555695965,55887069
500,1.0,112.0,5555695968,55887072
501,1.0,122.0,5555695970,55887074
502,1.0,109.0,5555695972,55887076
503,1.0,103.0,5555695979,55887083
504,1.0,150.0,5555695981,55887085
505,1.0,150.0,5555695982,55887086
506,1.0,122.0,5555695983,55887087
507,1.0,112.0,5555695986,55887090
508,1.0,141.0,5555695988,55887092
509,1.0,101.0,5555695993,55887097
510,1.0,131.0,5555695994,55887098
511,1.0,131.0,5555695996,55887100
512,1.0,131.0,5555695997,55887101
513,1.0,107.0,5555696001,55887105
514,1.0,150.0,5555696003,55887107
515,1.0,128.0,5555696004,55887108
516,1.0,112.0,5555696006,55887110
517,1.0,150.0,5555696007,55887111
518,1.0,111.0,5555696010,55887114
519,1.0,150.0,5555696011,55887115
520,1.0,110.0,5555696012,55887116
521,1.0,150.0,5555696015,55887119
522,1.0,131.0,5555696020,55887124
523,1.0,112.0,5555696022,55887126
524,1.0,150.0,5555696023,55887127
525,1.0,131.0,5555696024,55887128
526,1.0,131.0,5555696026,55887130
527,1.0,150.0,5555696031,55887135
528,1.0,122.0,5555696033,55887137
529,1.0,131.0,5555696035,55887139
530,1.0,150.0,5555696038,55887142
531,1.0,126.0,5555696039,55887143
532,1.0,103.0,5555696042,55887146
533,1.0,141.0,5555696044,55887148
534,1.0,131.0,5555696047,55887151
535,1.0,141.0,5555696048,55887152
536,1.0,122.0,5555696051,55887155
537,1.0,150.0,5555696054,55887158
538,1.0,141.0,5555696055,55887159
539,1.0,150.0,5555696059,55887163
540,1.0,150.0,5555696060,55887164
541,1.0,122.0,5555696063,55887167
542,1.0,134.0,5555696064,55887168
543,1.0,150.0,5555696069,55887173
544,1.0,97.0,5555696071,55887175
545,1.0,150.0,5555696074,55887178
546,1.0,122.0,5555696075,55887179
547,1.0,132.0,5555696078,55887182
548,1.0,150.0,5555696079,55887183
549,1.0,141.0,5555696082,55887186
550,1.0,96.0,5555696093,55887197
551,1.0,104.0,5555696099,55887203
552,1.0,150.0,5555696100,55887204
553,1.0,131.0,5555696101,55887205
554,1.0,112.0,5555696103,55887207
555,1.0,112.0,5555696104,55887208
556,1.0,150.0,5555696105,55887209
557,1.0,133.0,5555696106,55887210
558,1.0,141.0,5555696114,55887218
559,1.0,136.0,5555696115,55887219
560,1.0,102.0,5555696116,55887220
561,1.0,150.0,5555696117,55887221
562,1.0,139.0,5555696118,55887222
563,1.0,118.0,5555696120,55887224
564,1.0,106.0,5555696121,55887225
565,1.0,103.0,5555696122,55887226
566,1.0,150.0,5555696130,55887234
567,1.0,131.0,5555696132,55887236
568,1.0,110.0,5555696135,55887239
569,1.0,150.0,5555696141,55887245
570,1.0,103.0,5555696142,55887246
571,1.0,112.0,5555696144,55887248
572,1.0,122.0,5555696153,55887257
573,1.0,150.0,5555696154,55887258
574,1.0,130.0,5555696157,55887261
575,1.0,147.0,5555696158,55887262
576,1.0,131.0,5555696160,55887264
577,1.0,112.0,5555696162,55887266
578,1.0,112.0,5555696169,55887273
579,1.0,150.0,5555696171,55887275
580,1.0,142.0,5555696172,55887276
581,1.0,150.0,5555696173,55887277
582,1.0,130.0,5555696175,55887279
583,1.0,149.0,5555696176,55887280
584,1.0,112.0,5555696178,55887282
585,1.0,150.0,5555696179,55887283
586,1.0,150.0,5555696183,55887287
587,1.0,112.0,5555696184,55887288
588,1.0,145.0,5555696185,55887289
589,1.0,112.0,5555696187,55887291
590,1.0,112.0,5555696191,55887295
591,1.0,109.0,5555696193,55887297
592,1.0,134.0,5555696195,55887299
593,1.0,123.0,5555696201,55887305
594,1.0,150.0,5555696204,55887308
595,1.0,60.0,5555696206,55887310
596,1.0,122.0,5555696207,55887311
597,1.0,141.0,5555696208,55887312
598,1.0,103.0,5555696210,55887314
599,1.0,141.0,5555696213,55887317
600,1.0,122.0,5555696220,55887324
601,1.0,150.0,5555696224,55887328
602,1.0,132.0,5555696226,55887330
603,1.0,131.0,5555696231,55887335
604,1.0,112.0,5555696234,55887338
605,1.0,112.0,5555696235,55887339
606,1.0,141.0,5555696241,55887345
607,1.0,141.0,5555696244,55887348
608,1.0,141.0,5555696246,55887350
609,1.0,101.0,5555696250,55887354
610,1.0,131.0,5555696255,55887359
611,1.0,141.0,5555696256,55887360
612,1.0,122.0,5555696258,55887362
613,1.0,102.0,5555696259,55887363
614,1.0,131.0,5555696260,55887364
615,1.0,133.0,5555696262,55887366
616,1.0,98.0,5555696263,55887367
617,1.0,122.0,5555696265,55887369
618,1.0,150.0,5555696266,55887370
619,1.0,122.0,5555696269,55887373
620,1.0,141.0,5555696275,55887379
621,1.0,131.0,5555696280,55887384
622,1.0,131.0,5555696282,55887386
623,1.0,140.0,5555696283,55887387
624,1.0,112.0,5555696285,55887389
625,1.0,131.0,5555696287,55887391
626,1.0,103.0,5555696288,55887392
627,1.0,150.0,5555696289,55887393
628,1.0,118.0,5555696290,55887394
629,1.0,131.0,5555696291,55887395
630,1.0,141.0,5555696292,55887396
631,1.0,111.0,5555696298,55887402
632,1.0,131.0,5555696307,55887411
633,1.0,96.0,5555696310,55887414
634,1.0,141.0,5555696315,55887419
635,1.0,103.0,5555696316,55887420
636,1.0,150.0,5555696317,55887421
637,1.0,119.0,5555696319,55887423
638,1.0,131.0,5555696320,55887424
639,1.0,150.0,5555696321,55887425
640,1.0,103.0,5555696324,55887428
641,1.0,103.0,5555696327,55887431
642,1.0,150.0,5555696330,55887434
643,1.0,122.0,5555696331,55887435
644,1.0,141.0,5555696333,55887437
645,1.0,112.0,5555696336,55887440
646,1.0,141.0,5555696338,55887442
647,1.0,150.0,5555696339,55887443
648,1.0,128.0,5555696343,55887447
649,1.0,103.0,5555696344,55887448
650,1.0,133.0,5555696345,55887449
651,1.0,112.0,5555696346,55887450
652,1.0,109.0,5555696351,55887455
653,1.0,112.0,5555696354,55887458
654,1.0,141.0,5555696358,55887462
655,1.0,122.0,5555696365,55887469
656,1.0,103.0,5555696366,55887470
657,1.0,141.0,5555696367,55887471
658,1.0,103.0,5555696368,55887472
659,1.0,131.0,5555696369,55887473
660,1.0,133.0,5555696371,55887475
661,1.0,150.0,5555696373,55887477
662,1.0,112.0,5555696374,55887478
663,1.0,141.0,5555696381,55887485
664,1.0,121.0,5555696382,55887486
665,1.0,141.0,5555696384,55887488
666,1.0,112.0,5555696392,55887496
667,1.0,150.0,5555696395,55887499
668,1.0,103.0,5555696397,55887501
669,1.0,103.0,5555696399,55887503
670,1.0,98.0,5555696400,55887504
671,1.0,112.0,5555696403,55887507
672,1.0,122.0,5555696406,55887510
673,1.0,120.0,5555696407,55887511
674,1.0,83.0,5555696408,55887512
675,1.0,141.0,5555696410,55887514
676,1.0,131.0,5555696411,55887515
677,1.0,98.0,5555696414,55887518
678,1.0,122.0,5555696415,55887519
679,1.0,131.0,5555696416,55887520
680,1.0,109.0,5555696422,55887526
681,1.0,141.0,5555696427,55887531
682,1.0,112.0,5555696430,55887534
683,1.0,122.0,5555696431,55887535
684,1.0,135.0,5555696434,55887538
685,1.0,99.0,5555696437,55887541
686,1.0,112.0,5555696442,55887546
687,1.0,150.0,5555696445,55887549
688,1.0,108.0,5555696447,55887551
689,1.0,112.0,5555696450,55887554
690,1.0,103.0,5555696452,55887556
691,1.0,150.0,5555696454,55887558
692,1.0,122.0,5555696456,55887560
693,1.0,129.0,5555696459,55887563
694,1.0,120.0,5555696462,55887566
695,1.0,56.0,5555696468,55887572
696,1.0,112.0,5555696469,55887573
697,1.0,131.0,5555696471,55887575
698,1.0,150.0,5555696473,55887577
699,1.0,132.0,5555696477,55887581
700,1.0,112.0,5555696484,55887588
701,1.0,131.0,5555696488,55887592
702,1.0,122.0,5555696493,55887597
703,1.0,122.0,5555696498,55887602
704,1.0,96.0,5555696500,55887604
705,1.0,150.0,5555696501,55887605
706,1.0,131.0,5555696505,55887609
707,1.0,141.0,5555696506,55887610
708,1.0,131.0,5555696512,55887616
709,1.0,112.0,5555696513,55887617
710,1.0,118.0,5555696519,55887623
711,1.0,103.0,5555696525,55887629
712,1.0,141.0,5555696529,55887633
713,1.0,112.0,5555696530,55887634
714,1.0,141.0,5555696532,55887636
715,1.0,141.0,5555696534,55887638
716,1.0,103.0,5555696535,55887639
717,1.0,119.0,5555696536,55887640
718,1.0,116.0,5555696537,55887641
719,1.0,114.0,5555696538,55887642
720,1.0,79.0,5555696541,55887645
721,1.0,122.0,5555696550,55887654
722,1.0,112.0,5555696552,55887656
723,1.0,95.0,5555696557,55887661
724,1.0,119.0,5555696559,55887663
725,1.0,112.0,5555696560,55887664
726,1.0,150.0,5555696563,55887667
727,1.0,95.0,5555696564,55887668
728,1.0,150.0,5555696567,55887671
729,1.0,112.0,5555696572,55887676
730,1.0,112.0,5555696574,55887678
731,1.0,141.0,5555696575,55887679
732,1.0,97.0,5555696577,55887681
733,1.0,131.0,5555696583,55887687
