,newsletter,session_id,user_id
258,newsletter,5555695012,55886116
259,,5555695013,55886117
260,newsletter,5555695014,55886118
261,,5555695015,55886119
262,newsletter,5555695016,55886120
263,,5555695017,55886121
264,newsletter,5555695018,55886122
265,newsletter,5555695019,55886123
266,newsletter,5555695020,55886124
267,newsletter,5555695021,55886125
268,newsletter,5555695022,55886126
269,,5555695023,55886127
270,newsletter,5555695024,55886128
271,newsletter,5555695025,55886129
272,newsletter,5555695026,55886130
273,newsletter,5555695027,55886131
274,,5555695028,55886132
275,,5555695029,55886133
276,newsletter,5555695030,55886134
277,,5555695031,55886135
278,,5555695032,55886136
279,newsletter,5555695033,55886137
280,,5555695034,55886138
281,,5555695035,55886139
282,,5555695036,55886140
283,newsletter,5555695037,55886141
284,newsletter,5555695038,55886142
285,newsletter,5555695039,55886143
286,,5555695040,55886144
287,,5555695041,55886145
288,newsletter,5555695042,55886146
289,newsletter,5555695043,55886147
290,,5555695044,55886148
291,,5555695045,55886149
292,newsletter,5555695046,55886150
293,newsletter,5555695047,55886151
294,newsletter,5555695048,55886152
295,,5555695049,55886153
296,newsletter,5555695050,55886154
297,newsletter,5555695051,55886155
298,newsletter,5555695052,55886156
299,newsletter,5555695053,55886157
300,newsletter,5555695054,55886158
301,newsletter,5555695055,55886159
302,newsletter,5555695056,55886160
303,newsletter,5555695057,55886161
304,,5555695058,55886162
305,,5555695059,55886163
306,newsletter,5555695060,55886164
307,,5555695061,55886165
308,newsletter,5555695062,55886166
309,,5555695063,55886167
310,newsletter,5555695064,55886168
311,,5555695065,55886169
312,,5555695066,55886170
313,,5555695067,55886171
314,newsletter,5555695068,55886172
315,newsletter,5555695069,55886173
316,,5555695070,55886174
317,,5555695071,55886175
318,newsletter,5555695072,55886176
319,,5555695073,55886177
320,,5555695074,55886178
321,newsletter,5555695075,55886179
322,newsletter,5555695076,55886180
323,,5555695077,55886181
324,newsletter,5555695078,55886182
325,,5555695079,55886183
326,newsletter,5555695080,55886184
327,,5555695081,55886185
328,newsletter,5555695082,55886186
329,newsletter,5555695083,55886187
330,,5555695084,55886188
331,,5555695085,55886189
332,newsletter,5555695086,55886190
333,,5555695087,55886191
334,newsletter,5555695088,55886192
335,newsletter,5555695089,55886193
336,,5555695090,55886194
337,newsletter,5555695091,55886195
338,newsletter,5555695092,55886196
339,newsletter,5555695093,55886197
340,newsletter,5555695094,55886198
341,newsletter,5555695095,55886199
342,newsletter,5555695096,55886200
343,newsletter,5555695097,55886201
344,,5555695098,55886202
345,newsletter,5555695099,55886203
346,newsletter,5555695100,55886204
347,newsletter,5555695101,55886205
348,newsletter,5555695102,55886206
349,newsletter,5555695103,55886207
350,newsletter,5555695104,55886208
351,newsletter,5555695105,55886209
352,newsletter,5555695106,55886210
353,,5555695107,55886211
354,newsletter,5555695108,55886212
355,newsletter,5555695109,55886213
356,,5555695110,55886214
357,,5555695111,55886215
358,,5555695112,55886216
359,newsletter,5555695113,55886217
360,newsletter,5555695114,55886218
361,newsletter,5555695115,55886219
362,,5555695116,55886220
363,,5555695117,55886221
364,newsletter,5555695118,55886222
365,newsletter,5555695119,55886223
366,,5555695120,55886224
367,newsletter,5555695121,55886225
368,,5555695122,55886226
369,,5555695123,55886227
370,,5555695124,55886228
371,,5555695125,55886229
372,,5555695126,55886230
373,newsletter,5555695127,55886231
374,newsletter,5555695128,55886232
375,newsletter,5555695129,55886233
376,newsletter,5555695130,55886234
377,,5555695131,55886235
378,newsletter,5555695132,55886236
379,newsletter,5555695133,55886237
380,,5555695134,55886238
381,newsletter,5555695135,55886239
382,,5555695136,55886240
383,,5555695137,55886241
384,newsletter,5555695138,55886242
385,newsletter,5555695139,55886243
386,newsletter,5555695140,55886244
387,newsletter,5555695141,55886245
388,newsletter,5555695142,55886246
389,newsletter,5555695143,55886247
390,newsletter,5555695144,55886248
391,,5555695145,55886249
392,newsletter,5555695146,55886250
393,newsletter,5555695147,55886251
394,,5555695148,55886252
395,newsletter,5555695149,55886253
396,newsletter,5555695150,55886254
397,newsletter,5555695151,55886255
398,,5555695152,55886256
399,,5555695153,55886257
400,newsletter,5555695154,55886258
401,,5555695155,55886259
402,newsletter,5555695156,55886260
403,,5555695157,55886261
404,newsletter,5555695158,55886262
405,,5555695159,55886263
406,,5555695160,55886264
407,,5555695161,55886265
408,,5555695162,55886266
409,,5555695163,55886267
410,newsletter,5555695164,55886268
411,,5555695165,55886269
412,,5555695166,55886270
413,,5555695167,55886271
414,newsletter,5555695168,55886272
415,,5555695169,55886273
416,newsletter,5555695170,55886274
417,newsletter,5555695171,55886275
418,newsletter,5555695172,55886276
419,newsletter,5555695173,55886277
420,newsletter,5555695174,55886278
421,newsletter,5555695175,55886279
422,newsletter,5555695176,55886280
423,newsletter,5555695177,55886281
424,newsletter,5555695178,55886282
425,newsletter,5555695179,55886283
426,newsletter,5555695180,55886284
427,,5555695181,55886285
428,newsletter,5555695182,55886286
429,newsletter,5555695183,55886287
430,newsletter,5555695184,55886288
431,newsletter,5555695185,55886289
432,newsletter,5555695186,55886290
433,newsletter,5555695187,55886291
434,,5555695188,55886292
435,,5555695189,55886293
436,newsletter,5555695190,55886294
437,newsletter,5555695191,55886295
438,,5555695192,55886296
439,newsletter,5555695193,55886297
440,newsletter,5555695194,55886298
441,newsletter,5555695195,55886299
442,,5555695196,55886300
443,newsletter,5555695197,55886301
444,newsletter,5555695198,55886302
445,newsletter,5555695199,55886303
446,newsletter,5555695200,55886304
447,newsletter,5555695201,55886305
448,newsletter,5555695202,55886306
449,newsletter,5555695203,55886307
450,newsletter,5555695204,55886308
451,newsletter,5555695205,55886309
452,newsletter,5555695206,55886310
453,newsletter,5555695207,55886311
454,newsletter,5555695208,55886312
455,newsletter,5555695209,55886313
456,newsletter,5555695210,55886314
457,newsletter,5555695211,55886315
458,newsletter,5555695212,55886316
459,newsletter,5555695213,55886317
460,newsletter,5555695214,55886318
461,,5555695215,55886319
462,newsletter,5555695216,55886320
463,newsletter,5555695217,55886321
464,newsletter,5555695218,55886322
465,newsletter,5555695219,55886323
466,newsletter,5555695220,55886324
467,,5555695221,55886325
468,,5555695222,55886326
469,newsletter,5555695223,55886327
470,newsletter,5555695224,55886328
471,newsletter,5555695225,55886329
472,newsletter,5555695226,55886330
473,newsletter,5555695227,55886331
474,newsletter,5555695228,55886332
475,,5555695229,55886333
476,,5555695230,55886334
477,newsletter,5555695231,55886335
478,,5555695232,55886336
479,,5555695233,55886337
480,,5555695234,55886338
481,newsletter,5555695235,55886339
482,newsletter,5555695236,55886340
483,newsletter,5555695237,55886341
484,newsletter,5555695238,55886342
485,,5555695239,55886343
486,,5555695240,55886344
487,,5555695241,55886345
488,,5555695242,55886346
489,newsletter,5555695243,55886347
490,newsletter,5555695244,55886348
491,newsletter,5555695245,55886349
492,,5555695246,55886350
493,newsletter,5555695247,55886351
494,,5555695248,55886352
495,newsletter,5555695249,55886353
496,newsletter,5555695250,55886354
497,newsletter,5555695251,55886355
498,newsletter,5555695252,55886356
499,newsletter,5555695253,55886357
500,newsletter,5555695254,55886358
501,,5555695255,55886359
502,newsletter,5555695256,55886360
503,,5555695257,55886361
504,newsletter,5555695258,55886362
505,newsletter,5555695259,55886363
506,,5555695260,55886364
507,,5555695261,55886365
508,newsletter,5555695262,55886366
509,newsletter,5555695263,55886367
510,,5555695264,55886368
511,newsletter,5555695265,55886369
512,,5555695266,55886370
513,newsletter,5555695267,55886371
514,newsletter,5555695268,55886372
515,newsletter,5555695269,55886373
516,newsletter,5555695270,55886374
517,newsletter,5555695271,55886375
518,,5555695272,55886376
519,,5555695273,55886377
520,,5555695274,55886378
521,,5555695275,55886379
522,,5555695276,55886380
523,,5555695277,55886381
524,newsletter,5555695278,55886382
525,,5555695279,55886383
526,newsletter,5555695280,55886384
527,newsletter,5555695281,55886385
528,newsletter,5555695282,55886386
529,,5555695283,55886387
530,,5555695284,55886388
531,newsletter,5555695285,55886389
532,,5555695286,55886390
533,newsletter,5555695287,55886391
534,newsletter,5555695288,55886392
535,,5555695289,55886393
536,,5555695290,55886394
537,newsletter,5555695291,55886395
538,newsletter,5555695292,55886396
539,newsletter,5555695293,55886397
540,,5555695294,55886398
541,newsletter,5555695295,55886399
542,,5555695296,55886400
543,,5555695297,55886401
544,newsletter,5555695298,55886402
545,,5555695299,55886403
546,newsletter,5555695300,55886404
547,newsletter,5555695301,55886405
548,newsletter,5555695302,55886406
549,,5555695303,55886407
550,newsletter,5555695304,55886408
551,newsletter,5555695305,55886409
552,,5555695306,55886410
553,,5555695307,55886411
554,newsletter,5555695308,55886412
555,newsletter,5555695309,55886413
556,newsletter,5555695310,55886414
557,newsletter,5555695311,55886415
558,newsletter,5555695312,55886416
559,newsletter,5555695313,55886417
560,,5555695314,55886418
561,newsletter,5555695315,55886419
562,,5555695316,55886420
563,newsletter,5555695317,55886421
564,newsletter,5555695318,55886422
565,newsletter,5555695319,55886423
566,newsletter,5555695320,55886424
567,newsletter,5555695321,55886425
568,,5555695322,55886426
569,newsletter,5555695323,55886427
570,,5555695324,55886428
571,,5555695325,55886429
572,,5555695326,55886430
573,newsletter,5555695327,55886431
574,newsletter,5555695328,55886432
575,newsletter,5555695329,55886433
576,newsletter,5555695330,55886434
577,newsletter,5555695331,55886435
578,newsletter,5555695332,55886436
579,,5555695333,55886437
580,,5555695334,55886438
581,,5555695335,55886439
582,newsletter,5555695336,55886440
583,newsletter,5555695337,55886441
584,newsletter,5555695338,55886442
585,newsletter,5555695339,55886443
586,,5555695340,55886444
587,newsletter,5555695341,55886445
588,,5555695342,55886446
589,newsletter,5555695343,55886447
590,,5555695344,55886448
591,newsletter,5555695345,55886449
592,newsletter,5555695346,55886450
593,,5555695347,55886451
594,,5555695348,55886452
595,,5555695349,55886453
596,,5555695350,55886454
597,,5555695351,55886455
598,,5555695352,55886456
599,,5555695353,55886457
600,newsletter,5555695354,55886458
601,,5555695355,55886459
602,,5555695356,55886460
603,newsletter,5555695357,55886461
604,newsletter,5555695358,55886462
605,,5555695359,55886463
606,,5555695360,55886464
607,,5555695361,55886465
608,newsletter,5555695362,55886466
609,newsletter,5555695363,55886467
610,,5555695364,55886468
611,,5555695365,55886469
612,newsletter,5555695366,55886470
613,newsletter,5555695367,55886471
614,newsletter,5555695368,55886472
615,,5555695369,55886473
616,newsletter,5555695370,55886474
617,,5555695371,55886475
618,newsletter,5555695372,55886476
619,newsletter,5555695373,55886477
620,,5555695374,55886478
621,,5555695375,55886479
622,,5555695376,55886480
623,newsletter,5555695377,55886481
624,newsletter,5555695378,55886482
625,,5555695379,55886483
626,,5555695380,55886484
627,,5555695381,55886485
628,newsletter,5555695382,55886486
629,,5555695383,55886487
630,newsletter,5555695384,55886488
631,,5555695385,55886489
632,newsletter,5555695386,55886490
633,,5555695387,55886491
634,,5555695388,55886492
635,newsletter,5555695389,55886493
636,,5555695390,55886494
637,,5555695391,55886495
638,,5555695392,55886496
639,newsletter,5555695393,55886497
640,,5555695394,55886498
641,newsletter,5555695395,55886499
642,newsletter,5555695396,55886500
643,newsletter,5555695397,55886501
644,newsletter,5555695398,55886502
645,,5555695399,55886503
646,newsletter,5555695400,55886504
647,newsletter,5555695401,55886505
648,newsletter,5555695402,55886506
649,,5555695403,55886507
650,newsletter,5555695404,55886508
651,,5555695405,55886509
652,newsletter,5555695406,55886510
653,newsletter,5555695407,55886511
654,,5555695408,55886512
655,,5555695409,55886513
656,newsletter,5555695410,55886514
657,newsletter,5555695411,55886515
658,,5555695412,55886516
659,newsletter,5555695413,55886517
660,newsletter,5555695414,55886518
661,,5555695415,55886519
662,,5555695416,55886520
663,newsletter,5555695417,55886521
664,,5555695418,55886522
665,newsletter,5555695419,55886523
666,newsletter,5555695420,55886524
667,,5555695421,55886525
668,newsletter,5555695422,55886526
669,,5555695423,55886527
670,newsletter,5555695424,55886528
671,,5555695425,55886529
672,newsletter,5555695426,55886530
673,,5555695427,55886531
674,,5555695428,55886532
675,newsletter,5555695429,55886533
676,newsletter,5555695430,55886534
677,newsletter,5555695431,55886535
678,newsletter,5555695432,55886536
679,newsletter,5555695433,55886537
680,,5555695434,55886538
681,newsletter,5555695435,55886539
682,,5555695436,55886540
683,newsletter,5555695437,55886541
684,,5555695438,55886542
685,,5555695439,55886543
686,newsletter,5555695440,55886544
687,newsletter,5555695441,55886545
688,newsletter,5555695442,55886546
689,,5555695443,55886547
690,newsletter,5555695444,55886548
691,,5555695445,55886549
692,newsletter,5555695446,55886550
693,newsletter,5555695447,55886551
694,newsletter,5555695448,55886552
695,newsletter,5555695449,55886553
696,newsletter,5555695450,55886554
697,newsletter,5555695451,55886555
698,newsletter,5555695452,55886556
699,,5555695453,55886557
700,,5555695454,55886558
701,newsletter,5555695455,55886559
702,newsletter,5555695456,55886560
703,newsletter,5555695457,55886561
704,newsletter,5555695458,55886562
705,newsletter,5555695459,55886563
706,newsletter,5555695460,55886564
707,,5555695461,55886565
708,newsletter,5555695462,55886566
709,newsletter,5555695463,55886567
710,newsletter,5555695464,55886568
711,newsletter,5555695465,55886569
712,newsletter,5555695466,55886570
713,newsletter,5555695467,55886571
714,,5555695468,55886572
715,,5555695469,55886573
716,newsletter,5555695470,55886574
717,,5555695471,55886575
718,newsletter,5555695472,55886576
719,newsletter,5555695473,55886577
720,newsletter,5555695474,55886578
721,newsletter,5555695475,55886579
722,,5555695476,55886580
723,newsletter,5555695477,55886581
724,,5555695478,55886582
725,newsletter,5555695479,55886583
726,newsletter,5555695480,55886584
727,,5555695481,55886585
728,newsletter,5555695482,55886586
729,newsletter,5555695483,55886587
730,,5555695484,55886588
731,newsletter,5555695485,55886589
732,newsletter,5555695486,55886590
733,newsletter,5555695487,55886591
734,,5555695488,55886592
735,,5555695489,55886593
736,newsletter,5555695490,55886594
737,,5555695491,55886595
738,newsletter,5555695492,55886596
739,newsletter,5555695493,55886597
740,newsletter,5555695494,55886598
741,newsletter,5555695495,55886599
742,newsletter,5555695496,55886600
743,newsletter,5555695497,55886601
744,,5555695498,55886602
745,newsletter,5555695499,55886603
746,newsletter,5555695500,55886604
747,,5555695501,55886605
748,newsletter,5555695502,55886606
749,newsletter,5555695503,55886607
750,newsletter,5555695504,55886608
751,newsletter,5555695505,55886609
752,,5555695506,55886610
753,,5555695507,55886611
754,newsletter,5555695508,55886612
755,newsletter,5555695509,55886613
756,newsletter,5555695510,55886614
757,newsletter,5555695511,55886615
758,,5555695512,55886616
759,,5555695513,55886617
760,,5555695514,55886618
761,newsletter,5555695515,55886619
762,newsletter,5555695516,55886620
763,newsletter,5555695517,55886621
764,newsletter,5555695518,55886622
765,,5555695519,55886623
766,,5555695520,55886624
767,,5555695521,55886625
768,,5555695522,55886626
769,,5555695523,55886627
770,newsletter,5555695524,55886628
771,newsletter,5555695525,55886629
772,,5555695526,55886630
773,,5555695527,55886631
774,,5555695528,55886632
775,newsletter,5555695529,55886633
776,newsletter,5555695530,55886634
777,,5555695531,55886635
778,,5555695532,55886636
779,newsletter,5555695533,55886637
780,,5555695534,55886638
781,,5555695535,55886639
782,newsletter,5555695536,55886640
783,newsletter,5555695537,55886641
784,newsletter,5555695538,55886642
785,newsletter,5555695539,55886643
786,,5555695540,55886644
787,,5555695541,55886645
788,,5555695542,55886646
789,newsletter,5555695543,55886647
790,,5555695544,55886648
791,,5555695545,55886649
792,newsletter,5555695546,55886650
793,,5555695547,55886651
794,newsletter,5555695548,55886652
795,newsletter,5555695549,55886653
796,newsletter,5555695550,55886654
797,newsletter,5555695551,55886655
798,newsletter,5555695552,55886656
799,newsletter,5555695553,55886657
800,,5555695554,55886658
801,,5555695555,55886659
802,newsletter,5555695556,55886660
803,newsletter,5555695557,55886661
804,newsletter,5555695558,55886662
805,newsletter,5555695559,55886663
806,newsletter,5555695560,55886664
807,newsletter,5555695561,55886665
808,newsletter,5555695562,55886666
809,newsletter,5555695563,55886667
810,,5555695564,55886668
811,newsletter,5555695565,55886669
812,newsletter,5555695566,55886670
813,newsletter,5555695567,55886671
814,newsletter,5555695568,55886672
815,newsletter,5555695569,55886673
816,,5555695570,55886674
817,newsletter,5555695571,55886675
818,newsletter,5555695572,55886676
819,newsletter,5555695573,55886677
820,newsletter,5555695574,55886678
821,,5555695575,55886679
822,newsletter,5555695576,55886680
823,newsletter,5555695577,55886681
824,newsletter,5555695578,55886682
825,newsletter,5555695579,55886683
826,,5555695580,55886684
827,newsletter,5555695581,55886685
828,,5555695582,55886686
829,newsletter,5555695583,55886687
830,newsletter,5555695584,55886688
831,newsletter,5555695585,55886689
832,newsletter,5555695586,55886690
833,newsletter,5555695587,55886691
834,newsletter,5555695588,55886692
835,,5555695589,55886693
836,newsletter,5555695590,55886694
837,newsletter,5555695591,55886695
838,newsletter,5555695592,55886696
839,,5555695593,55886697
840,newsletter,5555695594,55886698
841,,5555695595,55886699
842,,5555695596,55886700
843,,5555695597,55886701
844,,5555695598,55886702
845,,5555695599,55886703
846,,5555695600,55886704
847,newsletter,5555695601,55886705
848,newsletter,5555695602,55886706
849,newsletter,5555695603,55886707
850,newsletter,5555695604,55886708
851,newsletter,5555695605,55886709
852,newsletter,5555695606,55886710
853,,5555695607,55886711
854,newsletter,5555695608,55886712
855,newsletter,5555695609,55886713
856,,5555695610,55886714
857,newsletter,5555695611,55886715
858,newsletter,5555695612,55886716
859,newsletter,5555695613,55886717
860,newsletter,5555695614,55886718
861,,5555695615,55886719
862,,5555695616,55886720
863,,5555695617,55886721
864,newsletter,5555695618,55886722
865,newsletter,5555695619,55886723
866,newsletter,5555695620,55886724
867,,5555695621,55886725
868,,5555695622,55886726
869,newsletter,5555695623,55886727
870,newsletter,5555695624,55886728
871,newsletter,5555695625,55886729
872,,5555695626,55886730
873,,5555695627,55886731
874,,5555695628,55886732
875,newsletter,5555695629,55886733
876,newsletter,5555695630,55886734
877,newsletter,5555695631,55886735
878,,5555695632,55886736
879,newsletter,5555695633,55886737
880,,5555695634,55886738
881,newsletter,5555695635,55886739
882,newsletter,5555695636,55886740
883,,5555695637,55886741
884,newsletter,5555695638,55886742
885,newsletter,5555695639,55886743
886,newsletter,5555695640,55886744
887,,5555695641,55886745
888,,5555695642,55886746
889,newsletter,5555695643,55886747
890,newsletter,5555695644,55886748
891,,5555695645,55886749
892,newsletter,5555695646,55886750
893,,5555695647,55886751
894,newsletter,5555695648,55886752
895,newsletter,5555695649,55886753
896,,5555695650,55886754
897,,5555695651,55886755
898,newsletter,5555695652,55886756
899,,5555695653,55886757
900,,5555695654,55886758
901,newsletter,5555695655,55886759
902,newsletter,5555695656,55886760
903,,5555695657,55886761
904,newsletter,5555695658,55886762
905,newsletter,5555695659,55886763
906,newsletter,5555695660,55886764
907,,5555695661,55886765
908,,5555695662,55886766
909,newsletter,5555695663,55886767
910,,5555695664,55886768
911,newsletter,5555695665,55886769
912,newsletter,5555695666,55886770
913,newsletter,5555695667,55886771
914,newsletter,5555695668,55886772
915,newsletter,5555695669,55886773
916,,5555695670,55886774
917,newsletter,5555695671,55886775
918,,5555695672,55886776
919,newsletter,5555695673,55886777
920,,5555695674,55886778
921,newsletter,5555695675,55886779
922,newsletter,5555695676,55886780
923,newsletter,5555695677,55886781
924,newsletter,5555695678,55886782
925,newsletter,5555695679,55886783
926,newsletter,5555695680,55886784
927,newsletter,5555695681,55886785
928,,5555695682,55886786
929,,5555695683,55886787
930,newsletter,5555695684,55886788
931,newsletter,5555695685,55886789
932,newsletter,5555695686,55886790
933,newsletter,5555695687,55886791
934,newsletter,5555695688,55886792
935,,5555695689,55886793
936,,5555695690,55886794
937,newsletter,5555695691,55886795
938,,5555695692,55886796
939,newsletter,5555695693,55886797
940,newsletter,5555695694,55886798
941,newsletter,5555695695,55886799
942,newsletter,5555695696,55886800
943,,5555695697,55886801
944,newsletter,5555695698,55886802
945,,5555695699,55886803
946,newsletter,5555695700,55886804
947,newsletter,5555695701,55886805
948,newsletter,5555695702,55886806
949,newsletter,5555695703,55886807
950,newsletter,5555695704,55886808
951,newsletter,5555695705,55886809
952,,5555695706,55886810
953,newsletter,5555695707,55886811
954,,5555695708,55886812
955,newsletter,5555695709,55886813
956,newsletter,5555695710,55886814
957,,5555695711,55886815
958,newsletter,5555695712,55886816
959,newsletter,5555695713,55886817
960,newsletter,5555695714,55886818
961,newsletter,5555695715,55886819
